,center_dist,price,Комнат,Площадь квартиры,Этаж,Лифт,Материал стен,Парковка,Жилая площадь,Площадь кухни,Ремонт,Санузел,Кол-во санузлов,Высота потолков
9632,15.0,17700000,3,71.4,1,есть,панель,закрытая,45.7,11.0,Евро,раздельный,1,2.64
9633,10.4,19800000,2,60.8,2,есть,кирпич,закрытая,39.2,7.4,Хороший,раздельный,1,3.0
9634,9.5,23000000,2,47.2,3,,кирпич,,30.6,10.0,Дизайнерский,раздельный,1,2.5
9635,7.2,17000000,2,60.0,4,есть,кирпич,закрытая,36.0,8.0,Хороший,раздельный,1,3.1
9636,7.9,19800000,2,54.8,19,есть,панель,закрытая,32.7,8.1,Хороший,раздельный,1,2.78
9637,19.1,24999999,2,64.2,7,есть,кирпич,,34.0,8.0,Евро,совмещённый,1,2.7
9638,6.9,20000000,3,75.2,3,,панель,,45.8,10.2,Хороший,раздельный,1,2.7
9639,12.8,22150000,3,84.2,11,есть,монолит,подземная,47.2,18.0,Евро,раздельный,2,2.7
9640,11.3,17200000,1,45.6,8,есть,монолит,подземная,25.0,8.0,Евро,совмещённый,1,2.8
9641,13.6,16700000,2,64.0,5,есть,монолит,подземная,40.0,13.0,Евро,раздельный,1,
9642,18.9,24890000,3,78.0,9,есть,монолит,,43.0,15.0,Дизайнерский,раздельный,1,2.7
9643,6.8,18500000,1,37.0,22,есть,монолит,,12.0,15.0,Хороший,совмещённый,1,3.0
9644,8.7,17000000,2,48.1,6,есть,кирпич,закрытая,30.6,7.8,Евро,раздельный,1,2.9
9645,6.9,18850000,3,71.0,3,есть,кирпич,,45.0,9.0,Хороший,раздельный,1,3.0
9646,12.6,18500000,1,41.3,20,,,,26.0,9.0,Евро,совмещённый,1,
9647,,19900000,2,45.3,12,есть,,закрытая,28.0,6.0,Евро,совмещённый,1,2.64
9648,13.3,21700000,4,89.0,3,есть,панель,,54.0,9.0,Хороший,раздельный,1,2.64
9649,11.6,20900000,1,45.0,4,,монолит,подземная,25.0,15.0,Дизайнерский,совмещённый,1,
9650,9.5,23000000,2,47.2,3,,кирпич,,30.6,10.0,Дизайнерский,раздельный,1,2.5
9651,20.4,17200000,3,74.5,12,есть,монолит,,45.5,10.0,Хороший,раздельный,1,
9652,16.3,22900000,3,77.2,10,,,,39.0,12.0,Дизайнерский,,2,
9653,15.9,24800000,3,84.0,17,есть,монолит,закрытая,43.3,11.0,Евро,раздельный,1,
9654,19.1,24999999,2,64.2,7,есть,кирпич,,34.0,8.0,Евро,совмещённый,1,2.7
9655,15.6,21200000,3,74.0,5,есть,панель,закрытая,45.0,10.5,Хороший,совмещённый,1,
9656,15.2,20900000,3,76.0,17,есть,монолит,,44.0,9.0,Евро,раздельный,1,2.64
9657,5.2,21890000,2,65.0,34,есть,монолит,,41.0,12.0,Евро,совмещённый,1,
9658,10.4,19800000,2,60.8,2,есть,кирпич,закрытая,39.2,7.4,Хороший,раздельный,1,3.0
9659,4.3,22400000,3,71.0,5,есть,кирпич,открытая,49.0,8.0,Евро,раздельный,1,2.8
9660,7.6,24500000,2,62.8,2,есть,,,32.6,8.7,Дизайнерский,совмещённый,1,
9661,12.7,17500000,3,71.1,10,есть,блок,закрытая,43.2,9.7,Хороший,раздельный,1,2.7
9662,19.0,20750000,2,58.0,2,есть,монолит,,27.0,14.0,Дизайнерский,раздельный,1,
9663,7.9,19800000,2,54.8,19,есть,панель,закрытая,32.7,8.1,Хороший,раздельный,1,2.78
9664,24.2,18599999,3,75.0,12,есть,монолит,подземная,46.0,11.0,Дизайнерский,совмещённый,2,2.8
9665,4.0,18500000,2,49.0,5,есть,кирпич,закрытая,30.0,8.0,Евро,совмещённый,1,2.64
9666,10.4,20950000,3,83.1,5,есть,панель,подземная,54.0,12.0,Евро,раздельный,1,2.75
9667,6.6,18100000,2,57.0,10,есть,монолит,подземная,32.0,10.0,Хороший,раздельный,1,2.8
9668,10.2,23200000,2,55.7,7,есть,,закрытая,35.1,7.4,Дизайнерский,совмещённый,1,3.2
9669,14.6,22599000,3,80.0,15,есть,панель,закрытая,50.3,10.1,Евро,совмещённый,1,2.7
9670,,22499999,2,52.2,6,есть,панель,,30.9,8.2,Евро,раздельный,1,
9671,,22490000,1,38.0,11,есть,монолит,подземная,30.0,8.0,Дизайнерский,совмещённый,1,3.3
9672,11.1,16500000,2,47.4,4,есть,панель,,31.0,7.0,Евро,совмещённый,1,2.7
9673,5.7,16300000,2,39.4,11,есть,панель,закрытая,24.2,6.1,Хороший,раздельный,1,2.6
9674,9.5,20500000,3,80.0,7,есть,,закрытая,53.1,9.0,Хороший,совмещённый,1,3.0
9675,3.5,20900000,2,60.0,18,есть,панель,закрытая,35.0,10.0,Хороший,раздельный,1,
9676,7.0,20000000,2,69.0,4,,кирпич,закрытая,43.0,8.0,Хороший,раздельный,1,3.0
9677,15.1,21650000,3,73.8,9,есть,панель,,48.0,9.0,Хороший,совмещённый,1,2.48
9678,,23000000,2,37.0,4,есть,блок,,23.0,6.0,Евро,совмещённый,1,
9679,9.4,16500000,2,60.6,1,есть,,подземная,32.0,10.0,Евро,совмещённый,1,3.0
9680,10.6,20500000,4,96.0,1,есть,кирпич,,73.1,8.1,Хороший,раздельный,1,
9681,3.9,18500000,2,51.0,7,есть,кирпич,закрытая,32.0,9.5,Хороший,совмещённый,1,3.5
9682,7.9,20000000,2,60.7,3,есть,,закрытая,32.3,9.0,Евро,раздельный,1,2.75
9683,23.6,16490000,2,63.5,3,есть,кирпич,,35.7,10.0,Хороший,совмещённый,1,2.7
9684,,17500000,1,33.0,9,есть,блок,закрытая,20.0,5.5,Дизайнерский,совмещённый,1,2.64
9685,5.5,24800000,2,55.3,4,есть,кирпич,закрытая,32.3,8.4,Дизайнерский,раздельный,1,3.0
9686,20.8,18600000,2,58.0,3,есть,монолит,,33.9,10.2,Дизайнерский,раздельный,1,2.64
9687,15.9,20500000,2,56.0,8,есть,панель,,29.0,10.6,Дизайнерский,раздельный,1,
9688,5.7,21600000,2,53.4,4,есть,кирпич,закрытая,32.0,8.8,Дизайнерский,совмещённый,1,3.0
9689,10.9,21500000,3,78.0,4,есть,кирпич,,50.0,8.0,Евро,совмещённый,1,
9690,15.9,19500000,3,85.6,3,есть,панель,закрытая,47.0,8.1,Дизайнерский,раздельный,1,2.64
9691,15.3,16850000,3,70.0,14,есть,блок,закрытая,45.0,10.0,Евро,раздельный,1,2.64
9692,11.5,22900000,2,60.4,7,есть,панель,закрытая,33.6,11.7,Хороший,раздельный,1,2.9
9693,8.3,18000000,2,65.2,4,,кирпич,,36.1,7.8,Евро,раздельный,1,3.2
9694,16.5,22000000,2,65.6,1,есть,,,36.0,18.0,Хороший,раздельный,1,2.5
9695,4.0,21200000,2,65.4,3,есть,кирпич,закрытая,35.0,10.0,Хороший,раздельный,1,2.7
9696,11.5,21500000,2,56.6,7,есть,,,28.6,9.4,Хороший,раздельный,1,2.64
9697,7.3,18950000,3,76.6,5,,кирпич,,49.2,7.6,Хороший,раздельный,1,3.1
9698,12.4,24500000,2,65.0,6,есть,монолит,подземная,30.0,10.0,Дизайнерский,совмещённый,1,3.0
9699,12.4,24800000,1,45.0,6,есть,кирпич-монолит,подземная,19.0,24.0,Дизайнерский,совмещённый,1,3.1
9700,20.6,18750000,2,57.0,12,есть,,,33.0,9.2,Евро,раздельный,1,2.82
9701,6.2,22400000,3,73.1,14,есть,панель,закрытая,44.0,10.2,Хороший,раздельный,1,2.65
9702,8.7,20000000,2,60.0,6,есть,монолит,закрытая,31.0,9.0,Хороший,раздельный,1,
9703,10.4,18500000,3,68.0,8,есть,панель,подземная,30.0,25.0,Хороший,раздельный,1,2.72
9704,3.5,19500000,2,38.1,3,есть,кирпич,открытая,24.1,9.0,Хороший,раздельный,1,
9705,6.7,18300000,1,32.0,12,есть,монолит,,25.0,7.0,Дизайнерский,совмещённый,1,3.0
9706,7.4,17900000,2,56.0,9,есть,панель,открытая,34.0,13.0,Евро,раздельный,1,2.5
9707,18.9,24890000,3,78.0,9,есть,монолит,,43.0,15.0,Дизайнерский,раздельный,1,2.7
9708,10.3,20000000,3,59.1,2,есть,блок,закрытая,42.4,6.7,Дизайнерский,раздельный,1,2.5
9709,12.1,21990000,2,55.0,21,есть,монолит,подземная,33.0,7.8,Хороший,раздельный,1,2.7
9710,8.6,20000000,2,47.5,5,есть,панель,закрытая,31.8,5.9,Дизайнерский,совмещённый,1,
9711,5.5,17300000,2,52.1,1,есть,кирпич,закрытая,32.0,9.0,Хороший,совмещённый,1,2.9
9712,7.1,22500000,3,86.0,7,есть,блок,,58.0,9.0,Евро,совмещённый,1,
9713,13.6,16700000,2,64.0,5,есть,монолит,подземная,40.0,13.0,Евро,раздельный,1,
9714,4.9,16500000,2,51.5,8,есть,панель,закрытая,33.0,9.0,Хороший,раздельный,1,2.7
9715,12.1,18890000,3,79.2,13,есть,панель,закрытая,47.6,8.6,Хороший,раздельный,1,
9716,5.9,16500000,2,45.0,14,есть,панель,закрытая,24.0,9.0,Хороший,раздельный,1,2.7
9717,6.1,21900000,1,38.9,4,есть,монолит,подземная,26.5,11.0,Дизайнерский,совмещённый,1,3.1
9718,12.6,17400000,2,43.7,10,есть,кирпич-монолит,подземная,15.0,20.0,Евро,совмещённый,1,2.8
9719,16.0,18500000,3,82.8,7,есть,панель,закрытая,48.6,8.5,Хороший,раздельный,1,2.7
9720,8.4,23000000,3,64.0,8,есть,монолит,,40.5,19.0,Дизайнерский,совмещённый,2,3.2
9721,20.3,19000000,3,80.6,11,есть,,,44.8,16.0,Евро,раздельный,1,
9722,13.0,17500000,2,55.7,2,есть,,закрытая,29.3,9.4,Дизайнерский,совмещённый,1,
9723,13.5,18400000,3,71.0,1,есть,кирпич,закрытая,44.0,9.2,Хороший,раздельный,1,
9724,3.7,23300000,3,69.9,5,есть,кирпич,,39.8,9.9,Хороший,совмещённый,1,3.2
9725,4.7,23700000,2,71.2,9,есть,кирпич-монолит,закрытая,34.3,11.3,Евро,,2,3.0
9726,18.9,17900000,2,58.0,24,есть,панель,,38.0,9.7,Хороший,раздельный,1,2.8
9727,7.8,19000000,1,51.6,6,есть,монолит,,20.0,19.0,Евро,раздельный,1,3.0
9728,8.4,17000000,2,54.0,1,есть,кирпич,закрытая,32.0,8.5,Хороший,раздельный,1,3.1
9729,6.3,17199000,2,41.3,4,есть,кирпич,,26.4,6.0,Хороший,совмещённый,1,
9730,13.0,18999000,3,74.7,10,есть,панель,,43.2,10.1,Хороший,совмещённый,1,2.7
9731,,20800000,2,43.4,4,,блок,закрытая,24.0,8.0,Евро,совмещённый,1,2.7
9732,20.1,23000000,2,58.0,8,есть,панель,,33.0,13.0,Евро,,,2.8
9733,4.3,18700000,1,32.0,3,есть,кирпич,закрытая,19.0,6.0,Хороший,совмещённый,1,2.65
9734,10.4,23900000,3,73.0,11,есть,панель,закрытая,50.0,10.0,Евро,раздельный,1,2.8
9735,5.8,18250000,2,79.0,1,есть,кирпич,,36.4,16.5,Хороший,раздельный,1,3.2
9736,,21840000,2,64.3,1,есть,,,34.0,12.0,Хороший,раздельный,1,
9737,12.9,24999000,3,58.2,7,есть,монолит,подземная,25.4,20.5,Дизайнерский,,2,2.7
9738,20.6,18500000,4,85.0,2,есть,панель,закрытая,55.0,9.0,Хороший,раздельный,1,2.64
9739,22.9,20900000,4,90.4,9,есть,панель,закрытая,54.5,11.0,Хороший,раздельный,2,2.65
9740,12.1,17500000,3,68.0,7,есть,панель,,42.0,6.4,Евро,совмещённый,1,2.7
9741,4.6,19750000,3,64.0,7,есть,панель,,46.0,8.0,Хороший,раздельный,1,2.48
9742,8.4,17199000,2,56.3,3,есть,панель,закрытая,34.2,7.1,Хороший,совмещённый,1,2.64
9743,13.7,18500000,3,76.8,6,есть,панель,закрытая,45.3,10.1,Хороший,раздельный,1,2.64
9744,24.7,17350000,3,92.0,1,есть,панель,,42.0,11.9,Евро,,3,2.64
9745,4.3,22400000,3,71.0,5,есть,кирпич,открытая,49.0,8.0,Евро,раздельный,1,2.8
9746,9.3,17700000,1,39.0,4,есть,монолит,подземная,16.0,9.0,Евро,совмещённый,1,2.9
9747,9.2,16500000,1,41.0,20,есть,кирпич-монолит,,22.8,11.2,Хороший,совмещённый,1,2.7
9748,13.1,24990000,3,86.0,1,есть,монолит,закрытая,52.0,12.0,Дизайнерский,совмещённый,1,3.3
9749,4.2,22000000,3,73.1,4,есть,кирпич,,50.9,5.5,Хороший,совмещённый,1,3.2
9750,3.8,23000000,3,64.2,4,есть,блок,закрытая,44.0,9.0,Евро,раздельный,1,2.5
9751,3.7,22700000,3,65.2,8,есть,блок,,44.8,9.4,Хороший,раздельный,1,2.6
9752,11.1,24990000,2,65.8,9,есть,монолит,подземная,25.0,15.0,Дизайнерский,совмещённый,1,3.0
9753,12.7,17500000,3,71.1,10,есть,блок,закрытая,43.2,9.7,Хороший,раздельный,1,2.7
9754,,22500000,1,38.0,9,есть,блок,,15.0,15.0,Хороший,совмещённый,1,
9755,4.2,24500000,3,63.0,4,есть,монолит,закрытая,47.0,7.0,Дизайнерский,раздельный,1,3.1
9756,8.0,20300000,2,55.9,10,есть,монолит,закрытая,29.5,8.9,Хороший,раздельный,1,2.7
9757,14.4,18800000,2,60.0,22,есть,панель,закрытая,34.0,10.0,Евро,совмещённый,1,2.85
9758,15.8,17500000,3,72.2,1,есть,панель,закрытая,43.0,10.0,Евро,совмещённый,1,2.64
9759,4.5,17500000,2,56.0,1,,блок,закрытая,35.0,9.0,Хороший,раздельный,1,3.2
9760,21.1,17550000,2,70.0,6,есть,монолит,подземная,33.0,22.0,Евро,совмещённый,2,2.8
9761,10.4,19000000,2,72.6,16,есть,монолит,подземная,32.4,19.7,Хороший,раздельный,2,2.6
9762,7.3,19500000,2,56.0,2,есть,кирпич-монолит,,34.0,15.0,Евро,совмещённый,1,3.2
9763,15.1,21650000,3,73.8,9,есть,панель,,48.0,9.0,Хороший,совмещённый,1,2.48
9764,,24000000,2,52.0,3,есть,кирпич,закрытая,30.0,12.0,Дизайнерский,совмещённый,1,
9765,24.2,18599999,3,75.0,12,есть,монолит,подземная,46.0,11.0,Дизайнерский,совмещённый,2,2.8
9766,13.5,19500000,2,58.4,4,есть,,закрытая,36.0,10.6,Хороший,,2,2.7
9767,4.0,18000000,1,32.0,7,есть,кирпич,закрытая,19.5,6.0,Хороший,совмещённый,1,2.65
9768,,22490000,1,38.0,11,есть,монолит,подземная,30.0,8.0,Дизайнерский,совмещённый,1,3.3
9769,5.3,19900000,1,50.0,14,есть,монолит,подземная,18.0,15.0,Дизайнерский,совмещённый,1,3.0
9770,11.1,16500000,2,47.4,4,есть,панель,,31.0,7.0,Евро,совмещённый,1,2.7
9771,12.1,21199999,2,57.0,16,есть,монолит,подземная,36.0,9.5,Евро,раздельный,1,2.7
9772,8.7,19900000,3,56.8,6,есть,кирпич,,41.4,5.5,Хороший,совмещённый,1,2.64
9773,,19999999,2,43.5,6,есть,кирпич,закрытая,34.0,5.2,Хороший,совмещённый,1,2.5
9774,12.0,20700000,3,85.5,4,есть,кирпич,закрытая,49.0,20.4,Хороший,совмещённый,1,3.15
9775,5.4,23500000,2,70.0,6,есть,,,47.0,10.0,Дизайнерский,совмещённый,1,45.0
9776,5.8,21880000,3,77.5,4,есть,кирпич,,53.6,7.1,Евро,совмещённый,1,
9777,4.2,21500000,3,58.2,3,есть,кирпич,,43.2,7.0,Дизайнерский,совмещённый,1,3.0
9778,9.7,16800000,2,48.6,2,,кирпич,,32.0,8.0,Хороший,раздельный,1,2.9
9779,8.2,17200000,2,60.0,8,есть,кирпич,закрытая,45.0,7.0,Хороший,совмещённый,1,2.65
9780,6.2,23000000,2,67.0,2,есть,кирпич,закрытая,40.0,8.0,Хороший,раздельный,1,3.0
